researcher,month,day,year,site,quad,shoot.id,length.cm,no.leaves,leaf.length,lesion.pc,lesion.pc.2,leaf.no,tip.broken,no.shoots,sampling.area.m2,shoot.m2,notes
FRS,august,29,2017,DC,NA,23,123,5,77,40,40,5,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,24,107.5,3,19.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,24,107.5,3,77.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,24,107.5,3,66,5,5,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,25,61,3,29.5,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,25,61,3,43,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,25,61,3,23,50,50,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,26,81,3,37.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,26,81,3,61.5,5,5,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,26,81,3,48,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,27,80.5,3,28,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,27,80.5,3,61.5,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,27,80.5,3,19.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,28,101,3,24,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,28,101,3,74.5,3,3,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,28,101,3,70.5,5,5,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,29,86.5,3,46.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,29,86.5,3,25,0,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,29,86.5,3,59,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,30,99.5,3,48,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,30,99.5,3,69.5,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,30,99.5,3,69.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,31,126.5,4,7,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,31,126.5,4,70.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,31,126.5,4,95,0,0,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,31,126.5,4,92,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,32,120,4,5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,32,120,4,66,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,32,120,4,92,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,32,120,4,90,1,1,4,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,33,71,3,39,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,33,71,3,53,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,33,71,3,37,20,20,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,34,107,3,22,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,34,107,3,76,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,34,107,3,78,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,35,119,4,27,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,35,119,4,87,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,35,119,4,92,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,35,119,4,81,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,36,111.5,2,55,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,36,111.5,2,86,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,37,122.5,3,3,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,37,122.5,3,68.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,37,122.5,3,90,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,38,105,4,19,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,38,105,4,75,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,38,105,4,76,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,38,105,4,70,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,39,108,2,54.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,39,108,2,82,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,40,119,3,52.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,40,119,3,89,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,40,119,3,76,5,5,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,41,71.5,4,9.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,41,71.5,4,50,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,41,71.5,4,51.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,41,71.5,4,49,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,42,53.5,3,27.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,42,53.5,3,37,5,5,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,42,53.5,3,27.5,20,20,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,43,123.5,4,50,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,43,123.5,4,98,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,43,123.5,4,96,10,10,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,43,123.5,4,90,20,20,4,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,44,92,3,17.5,0,0,1,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,44,92,3,67,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,44,92,3,63,20,20,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,45,66,3,36,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,45,66,3,47.5,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,45,66,3,39,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,46,85,3,1,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,46,85,3,41.5,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,46,85,3,61,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,47,81,3,28.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,47,81,3,61.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,47,81,3,60,10,10,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,48,77,3,42,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,48,77,3,52,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,48,77,3,40.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,49,67.5,4,5.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,49,67.5,4,42.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,49,67.5,4,48.5,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,49,67.5,4,39,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,50,93.5,4,15,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,50,93.5,4,70,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,DC,NA,50,93.5,4,67.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,DC,NA,50,93.5,4,63,10,10,4,Y,NA,NA,NA,.
TCH,september,5,2017,DC,NA,51,103,4,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,52,87.5,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,53,75,4,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,54,111,4,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,55,111,4,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,56,80.5,3,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,57,92.5,4,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,58,86.5,4,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,59,75,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,60,117,3,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,61,83,3,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,62,91,4,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,63,116,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,64,72.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,65,113,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,66,68,4,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,67,98,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,68,81,3,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,69,87,3,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,70,112,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,71,80.5,4,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,72,75.5,4,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,73,115.5,4,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,74,75,3,NA,1,1,3,NA,NA,NA,NA,.
TCH,september,5,2017,DC,NA,75,65.5,3,NA,0,0,3,NA,NA,NA,NA,.
FRS,august,29,2017,NB,NA,1,79.5,4,2.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,1,79.5,4,36.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,1,79.5,4,62,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,1,79.5,4,19,0,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,2,78,4,0,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,2,78,4,49.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,2,78,4,57.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,2,78,4,42,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,3,89,5,8,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,3,89,5,41.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,3,89,5,67,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,3,89,5,64,20,20,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,3,89,5,44,1,1,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,4,89,5,0.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,4,89,5,38,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,4,89,5,70,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,4,89,5,68,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,4,89,5,57.5,20,20,5,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,5,110,4,41,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,5,110,4,79,5,5,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,5,110,4,73.5,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,5,110,4,55,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,6,78.5,3,10.5,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,6,78.5,3,13,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,6,78.5,3,61,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,7,115,3,50,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,7,115,3,89,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,7,115,3,74,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,8,108,4,54,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,8,108,4,84,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,8,108,4,72,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,8,108,4,67,10,10,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,9,89.5,4,26,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,9,89.5,4,66,5,5,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,9,89.5,4,65.5,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,9,89.5,4,62,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,10,112,5,10,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,10,112,5,65,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,10,112,5,83,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,10,112,5,74,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,10,112,5,60,0.1,0,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,11,100,4,32.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,11,100,4,78.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,11,100,4,68,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,11,100,4,48,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,12,114,4,54.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,12,114,4,81,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,12,114,4,66,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,12,114,4,61.5,20,20,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,13,105,3,26,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,13,105,3,80,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,13,105,3,27,0,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,14,99.5,3,40,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,14,99.5,3,78.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,14,99.5,3,70,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,15,92,4,19,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,15,92,4,66,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,15,92,4,71,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,15,92,4,67,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,16,110,3,45.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,16,110,3,82,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,16,110,3,70,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,17,116,5,7,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,17,116,5,55,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,17,116,5,88,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,17,116,5,77,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,17,116,5,66,10,10,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,18,97,3,14,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,18,97,3,58,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,18,97,3,76,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,19,113.5,4,19.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,19,113.5,4,46.5,0,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,19,113.5,4,82,10,10,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,19,113.5,4,75,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,20,95.5,2,56,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,20,95.5,2,75.5,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,21,74.5,4,13,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,21,74.5,4,46,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,21,74.5,4,59,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,21,74.5,4,45,40,40,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,22,107,3,32,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,22,107,3,81.5,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,22,107,3,77,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,23,111,3,49.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,23,111,3,82.5,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,23,111,3,72.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,24,119.5,4,40,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,24,119.5,4,86.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,24,119.5,4,82.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,24,119.5,4,76,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,25,98.5,4,34,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,25,98.5,4,72.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,25,98.5,4,78,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,25,98.5,4,71,10,10,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,26,130.5,4,16.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,26,130.5,4,76,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,26,130.5,4,98.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,26,130.5,4,66,10,10,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,27,100,4,14.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,27,100,4,59,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,27,100,4,78,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,27,100,4,65.5,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,28,98,4,27,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,28,98,4,67.5,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,28,98,4,49.5,0,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,28,98,4,44.5,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,29,84,3,28.5,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,29,84,3,64,10,10,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,29,84,3,57.5,20,20,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,30,102,4,27,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,30,102,4,69,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,30,102,4,79.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,30,102,4,66,0,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,31,111,5,36,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,31,111,5,72.5,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,31,111,5,85,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,31,111,5,68,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,31,111,5,67,0.1,0,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,32,95.5,3,39,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,32,95.5,3,72,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,32,95.5,3,61.5,5,5,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,33,91.5,2,46,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,33,91.5,2,76.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,34,109,4,42,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,34,109,4,82,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,34,109,4,78.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,34,109,4,68.5,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,35,94.5,4,2.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,35,94.5,4,39.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,35,94.5,4,72.5,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,35,94.5,4,67,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,36,80.5,3,11,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,36,80.5,3,56,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,36,80.5,3,26.5,0,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,37,111,5,38,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,37,111,5,84,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,37,111,5,79,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,37,111,5,65.5,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,37,111,5,52,0,0,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,38,99.5,5,21,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,38,99.5,5,61,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,38,99.5,5,76,0,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,38,99.5,5,61,0.1,0,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,38,99.5,5,68,0.1,0,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,39,98.5,3,5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,39,98.5,3,76,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,39,98.5,3,70,20,20,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,40,99,5,8,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,40,99,5,52,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,40,99,5,76,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,40,99,5,61.5,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,40,99,5,52.5,10,10,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,41,67.5,3,30,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,41,67.5,3,53.5,10,10,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,41,67.5,3,23,30,30,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,42,95,5,4,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,42,95,5,48.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,42,95,5,72,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,42,95,5,71.5,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,42,95,5,67.5,20,20,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,43,102,5,10.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,43,102,5,50.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,43,102,5,78,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,43,102,5,66,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,43,102,5,48.5,0.1,0,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,44,99,3,38.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,44,99,3,73,0,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,44,99,3,64.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,45,124,5,23,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,45,124,5,73.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,45,124,5,91.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,45,124,5,85.5,1,1,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,45,124,5,83,1,1,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,46,76,4,8,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,46,76,4,41,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,46,76,4,61,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,46,76,4,45,40,40,4,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,47,80,3,43,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,47,80,3,57,1,1,2,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,47,80,3,55.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,48,114.5,3,15,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,48,114.5,3,85,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,48,114.5,3,51,0,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,49,108.5,5,11.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,49,108.5,5,46.8,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,49,108.5,5,82,0.1,0,3,N,NA,NA,NA,.
